,0,1,2
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,1.0
56,0.0,1.0,2.0
57,1.0,2.0,0.0
58,2.0,0.0,1.0
59,0.0,1.0,0.0
60,1.0,0.0,0.0
61,0.0,0.0,1.0
62,0.0,1.0,0.0
63,1.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,1.0
66,0.0,1.0,0.0
67,1.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,1.0
72,0.0,1.0,1.0
73,1.0,1.0,1.0
74,1.0,1.0,6.0
75,1.0,6.0,6.0
76,6.0,6.0,6.0
77,6.0,6.0,0.0
78,6.0,0.0,1.0
79,0.0,1.0,1.0
80,1.0,1.0,0.0
81,1.0,0.0,0.0
82,0.0,0.0,1.0
83,0.0,1.0,1.0
84,1.0,1.0,2.0
85,1.0,2.0,4.0
86,2.0,4.0,4.0
87,4.0,4.0,1.0
88,4.0,1.0,5.0
89,1.0,5.0,6.0
90,5.0,6.0,8.0
91,6.0,8.0,16.0
92,8.0,16.0,10.0
93,16.0,10.0,36.0
94,10.0,36.0,7.0
95,36.0,7.0,25.0
96,7.0,25.0,9.0
97,25.0,9.0,10.0
98,9.0,10.0,106.0
99,10.0,106.0,49.0
100,106.0,49.0,66.0
101,49.0,66.0,71.0
102,66.0,71.0,22.0
103,71.0,22.0,16.0
104,22.0,16.0,118.0
105,16.0,118.0,130.0
106,118.0,130.0,92.0
107,130.0,92.0,161.0
108,92.0,161.0,294.0
109,161.0,294.0,233.0
110,294.0,233.0,458.0
111,233.0,458.0,41.0
112,458.0,41.0,169.0
113,41.0,169.0,173.0
114,169.0,173.0,95.0
115,173.0,95.0,295.0
116,95.0,295.0,312.0
117,295.0,312.0,33.0
118,312.0,33.0,30.0
119,33.0,30.0,14.0
120,30.0,14.0,12.0
121,14.0,12.0,5.0
122,12.0,5.0,5.0
123,5.0,5.0,10.0
124,5.0,10.0,21.0
125,10.0,21.0,49.0
126,21.0,49.0,23.0
127,49.0,23.0,3.0
128,23.0,3.0,0.0
129,3.0,0.0,4.0
130,0.0,4.0,3.0
131,4.0,3.0,3.0
132,3.0,3.0,3.0
133,3.0,3.0,6.0
134,3.0,6.0,5.0
135,6.0,5.0,1.0
136,5.0,1.0,1.0
137,1.0,1.0,1.0
138,1.0,1.0,1.0
139,1.0,1.0,1.0
140,1.0,1.0,1.0
141,1.0,1.0,0.0
142,1.0,0.0,1.0
143,0.0,1.0,0.0
144,1.0,0.0,1.0
145,0.0,1.0,2.0
146,1.0,2.0,3.0
