,0,1,2
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,0.0
75,0.0,0.0,0.0
76,0.0,0.0,0.0
77,0.0,0.0,0.0
78,0.0,0.0,0.0
79,0.0,0.0,0.0
80,0.0,0.0,0.0
81,0.0,0.0,0.0
82,0.0,0.0,0.0
83,0.0,0.0,0.0
84,0.0,0.0,0.0
85,0.0,0.0,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,0.0,0.0,0.0
91,0.0,0.0,0.0
92,0.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,0.0,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,0.0,0.0,0.0
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,1.0
111,0.0,1.0,1.0
112,1.0,1.0,0.0
113,1.0,0.0,1.0
114,0.0,1.0,1.0
115,1.0,1.0,0.0
116,1.0,0.0,1.0
117,0.0,1.0,3.0
118,1.0,3.0,2.0
119,3.0,2.0,3.0
120,2.0,3.0,4.0
121,3.0,4.0,0.0
122,4.0,0.0,1.0
123,0.0,1.0,0.0
124,1.0,0.0,1.0
125,0.0,1.0,0.0
126,1.0,0.0,2.0
127,0.0,2.0,1.0
128,2.0,1.0,0.0
129,1.0,0.0,1.0
130,0.0,1.0,3.0
131,1.0,3.0,0.0
132,3.0,0.0,1.0
133,0.0,1.0,0.0
134,1.0,0.0,1.0
135,0.0,1.0,0.0
136,1.0,0.0,0.0
137,0.0,0.0,1.0
138,0.0,1.0,0.0
139,1.0,0.0,1.0
140,0.0,1.0,0.0
141,1.0,0.0,0.0
142,0.0,0.0,0.0
143,0.0,0.0,0.0
144,0.0,0.0,0.0
145,0.0,0.0,0.0
146,0.0,0.0,1.0
147,0.0,1.0,1.0
148,1.0,1.0,0.0
149,1.0,0.0,0.0
150,0.0,0.0,3.0
151,0.0,3.0,3.0
152,3.0,3.0,4.0
153,3.0,4.0,9.0
154,4.0,9.0,13.0
155,9.0,13.0,8.0
156,13.0,8.0,3.0
157,8.0,3.0,3.0
158,3.0,3.0,6.0
159,3.0,6.0,7.0
160,6.0,7.0,6.0
161,7.0,6.0,16.0
162,6.0,16.0,6.0
163,16.0,6.0,45.0
164,6.0,45.0,11.0
165,45.0,11.0,0.0
166,11.0,0.0,0.0
167,0.0,0.0,51.0
168,0.0,51.0,127.0
169,51.0,127.0,18.0
170,127.0,18.0,71.0
171,18.0,71.0,39.0
172,71.0,39.0,20.0
173,39.0,20.0,28.0
174,20.0,28.0,166.0
175,28.0,166.0,131.0
176,166.0,131.0,11.0
177,131.0,11.0,114.0
178,11.0,114.0,139.0
179,114.0,139.0,138.0
180,139.0,138.0,114.0
181,138.0,114.0,178.0
182,114.0,178.0,351.0
183,178.0,351.0,240.0
184,351.0,240.0,198.0
185,240.0,198.0,159.0
186,198.0,159.0,208.0
187,159.0,208.0,151.0
188,208.0,151.0,108.0
189,151.0,108.0,19.0
190,108.0,19.0,2.0
191,19.0,2.0,128.0
192,2.0,128.0,84.0
193,128.0,84.0,108.0
194,84.0,108.0,68.0
195,108.0,68.0,109.0
196,68.0,109.0,31.0
197,109.0,31.0,30.0
198,31.0,30.0,39.0
199,30.0,39.0,16.0
200,39.0,16.0,7.0
201,16.0,7.0,12.0
202,7.0,12.0,4.0
203,12.0,4.0,7.0
204,4.0,7.0,11.0
205,7.0,11.0,3.0
206,11.0,3.0,1.0
207,3.0,1.0,1.0
