,0,1,2
0,0.0,0.0,0.0
1,0.0,0.0,0.0
2,0.0,0.0,0.0
3,0.0,0.0,0.0
4,0.0,0.0,0.0
5,0.0,0.0,0.0
6,0.0,0.0,0.0
7,0.0,0.0,0.0
8,0.0,0.0,0.0
9,0.0,0.0,0.0
10,0.0,0.0,0.0
11,0.0,0.0,0.0
12,0.0,0.0,0.0
13,0.0,0.0,0.0
14,0.0,0.0,0.0
15,0.0,0.0,0.0
16,0.0,0.0,0.0
17,0.0,0.0,0.0
18,0.0,0.0,0.0
19,0.0,0.0,0.0
20,0.0,0.0,0.0
21,0.0,0.0,0.0
22,0.0,0.0,0.0
23,0.0,0.0,0.0
24,0.0,0.0,0.0
25,0.0,0.0,0.0
26,0.0,0.0,0.0
27,0.0,0.0,0.0
28,0.0,0.0,0.0
29,0.0,0.0,0.0
30,0.0,0.0,0.0
31,0.0,0.0,0.0
32,0.0,0.0,0.0
33,0.0,0.0,0.0
34,0.0,0.0,0.0
35,0.0,0.0,0.0
36,0.0,0.0,0.0
37,0.0,0.0,0.0
38,0.0,0.0,0.0
39,0.0,0.0,0.0
40,0.0,0.0,0.0
41,0.0,0.0,0.0
42,0.0,0.0,0.0
43,0.0,0.0,0.0
44,0.0,0.0,0.0
45,0.0,0.0,0.0
46,0.0,0.0,0.0
47,0.0,0.0,0.0
48,0.0,0.0,0.0
49,0.0,0.0,0.0
50,0.0,0.0,0.0
51,0.0,0.0,0.0
52,0.0,0.0,0.0
53,0.0,0.0,0.0
54,0.0,0.0,0.0
55,0.0,0.0,0.0
56,0.0,0.0,0.0
57,0.0,0.0,0.0
58,0.0,0.0,0.0
59,0.0,0.0,0.0
60,0.0,0.0,0.0
61,0.0,0.0,0.0
62,0.0,0.0,0.0
63,0.0,0.0,0.0
64,0.0,0.0,0.0
65,0.0,0.0,0.0
66,0.0,0.0,0.0
67,0.0,0.0,0.0
68,0.0,0.0,0.0
69,0.0,0.0,0.0
70,0.0,0.0,0.0
71,0.0,0.0,0.0
72,0.0,0.0,0.0
73,0.0,0.0,0.0
74,0.0,0.0,2.0
75,0.0,2.0,0.0
76,2.0,0.0,0.0
77,0.0,0.0,0.0
78,0.0,0.0,0.0
79,0.0,0.0,0.0
80,0.0,0.0,0.0
81,0.0,0.0,0.0
82,0.0,0.0,0.0
83,0.0,0.0,0.0
84,0.0,0.0,0.0
85,0.0,0.0,0.0
86,0.0,0.0,0.0
87,0.0,0.0,0.0
88,0.0,0.0,0.0
89,0.0,0.0,0.0
90,0.0,0.0,1.0
91,0.0,1.0,0.0
92,1.0,0.0,0.0
93,0.0,0.0,0.0
94,0.0,0.0,0.0
95,0.0,0.0,0.0
96,0.0,0.0,0.0
97,0.0,0.0,0.0
98,0.0,0.0,0.0
99,0.0,0.0,0.0
100,0.0,0.0,0.0
101,0.0,0.0,0.0
102,0.0,0.0,0.0
103,0.0,0.0,0.0
104,0.0,0.0,0.0
105,0.0,0.0,0.0
106,0.0,0.0,0.0
107,0.0,0.0,0.0
108,0.0,0.0,0.0
109,0.0,0.0,0.0
110,0.0,0.0,0.0
111,0.0,0.0,1.0
112,0.0,1.0,0.0
113,1.0,0.0,1.0
114,0.0,1.0,0.0
115,1.0,0.0,0.0
116,0.0,0.0,0.0
117,0.0,0.0,0.0
118,0.0,0.0,0.0
119,0.0,0.0,0.0
120,0.0,0.0,0.0
121,0.0,0.0,0.0
122,0.0,0.0,0.0
123,0.0,0.0,1.0
124,0.0,1.0,9.0
125,1.0,9.0,1.0
126,9.0,1.0,2.0
127,1.0,2.0,1.0
128,2.0,1.0,1.0
129,1.0,1.0,4.0
130,1.0,4.0,1.0
131,4.0,1.0,1.0
132,1.0,1.0,1.0
133,1.0,1.0,0.0
134,1.0,0.0,1.0
135,0.0,1.0,0.0
136,1.0,0.0,2.0
137,0.0,2.0,0.0
138,2.0,0.0,0.0
139,0.0,0.0,4.0
140,0.0,4.0,1.0
141,4.0,1.0,6.0
142,1.0,6.0,3.0
143,6.0,3.0,6.0
144,3.0,6.0,3.0
145,6.0,3.0,2.0
146,3.0,2.0,0.0
147,2.0,0.0,2.0
148,0.0,2.0,3.0
149,2.0,3.0,5.0
150,3.0,5.0,8.0
151,5.0,8.0,5.0
152,8.0,5.0,1.0
153,5.0,1.0,2.0
154,1.0,2.0,0.0
155,2.0,0.0,1.0
156,0.0,1.0,5.0
157,1.0,5.0,1.0
158,5.0,1.0,3.0
159,1.0,3.0,1.0
160,3.0,1.0,0.0
161,1.0,0.0,1.0
162,0.0,1.0,1.0
163,1.0,1.0,1.0
164,1.0,1.0,1.0
165,1.0,1.0,4.0
166,1.0,4.0,25.0
167,4.0,25.0,15.0
168,25.0,15.0,25.0
169,15.0,25.0,21.0
170,25.0,21.0,27.0
171,21.0,27.0,75.0
172,27.0,75.0,79.0
173,75.0,79.0,51.0
174,79.0,51.0,23.0
175,51.0,23.0,63.0
176,23.0,63.0,23.0
177,63.0,23.0,32.0
178,23.0,32.0,87.0
179,32.0,87.0,64.0
180,87.0,64.0,93.0
181,64.0,93.0,77.0
182,93.0,77.0,49.0
183,77.0,49.0,179.0
184,49.0,179.0,155.0
185,179.0,155.0,118.0
186,155.0,118.0,229.0
187,118.0,229.0,321.0
188,229.0,321.0,430.0
189,321.0,430.0,371.0
190,430.0,371.0,128.0
191,371.0,128.0,168.0
192,128.0,168.0,172.0
193,168.0,172.0,284.0
194,172.0,284.0,728.0
195,284.0,728.0,453.0
196,728.0,453.0,165.0
197,453.0,165.0,275.0
198,165.0,275.0,257.0
199,275.0,257.0,132.0
200,257.0,132.0,104.0
201,132.0,104.0,81.0
202,104.0,81.0,106.0
203,81.0,106.0,83.0
204,106.0,83.0,43.0
205,83.0,43.0,94.0
206,43.0,94.0,53.0
207,94.0,53.0,77.0
