ACER,ALNUS,AMBROSIA,ARTEMISIA,BETULA,CANNABACEAE,CARPINUS,CELTIS,CHENOP/AMAR.,CORYLUS,CUPRESS/TAXA.,FAGUS,FRAXINUS,JUGLANS,MORACEAE,PINACEAE,PLANTAGO,PLATANUS,POACEAE,POPULUS,QUERCUS,RUMEX,SALIX,TILIA,ULMACEAE,URTICACEAE,date
0.03688888888888889,3.397555555555555,0.16533333333333336,0.0,3.2904444444444443,0.0,0.15399999999999997,0.02,0.02222222222222222,28.568444444444445,50.24399999999999,0.0,1.2333333333333334,0.0,0.0,0.27955555555555556,0.0,0.0,0.0,0.5179999999999999,0.0,0.0,0.162,0.0,0.6775555555555556,0.0,01-07
0.04355555555555555,3.657555555555556,0.182,0.0,3.307111111111111,0.0,0.15399999999999997,0.02,0.02222222222222222,30.688444444444446,61.03733333333332,0.0,1.4100000000000001,0.0,0.0,0.28955555555555557,0.0,0.0,0.0,0.5246666666666666,0.0,0.0,0.16533333333333336,0.0,0.9375555555555556,0.0,01-27
0.043555555555555556,3.8020000000000005,0.18755555555555556,0.0,3.457111111111111,0.0,0.15955555555555556,0.02,0.02222222222222222,32.53288888888889,67.01233333333333,0.0,1.6183333333333334,0.0,0.0,0.29511111111111105,0.0,0.0,0.0,0.5302222222222222,0.0,0.0,0.18200000000000002,0.0027777777777777775,1.2403333333333333,0.0,01-28
0.05436636636636636,4.174972972972972,0.19296096096096096,0.0,3.9949489489489487,0.0,0.16225825825825826,0.02,0.02222222222222222,35.51126726726727,75.84206306306307,0.0,1.9642792792792794,0.0,0.0,0.10321921921921921,0.0,0.0,0.0,0.5356276276276276,0.0,0.0,0.1955135135135135,0.0027777777777777775,2.029522522522522,0.0,01-29
0.0738108108108108,4.444417417417418,0.19296096096096096,0.0,3.689393393393394,0.0,0.165036036036036,0.02,0.02222222222222222,36.53626726726727,77.04206306306307,0.0,2.2142792792792796,0.0,0.0,0.10321921921921924,0.0,0.0,0.0,0.580072072072072,0.0,0.0,0.19829129129129125,0.0027777777777777775,2.4934114114114116,0.0,01-30
0.06547747747747748,4.477750750750752,0.13184984984984985,0.0,3.219948948948949,0.0,0.12336936936936935,0.02,0.008333333333333333,34.15571171171171,77.57261861861862,0.0,2.597612612612613,0.0,0.0,0.09210810810810811,0.0,0.0,0.0,0.6467387387387388,0.0027777777777777775,0.0,0.18162462462462461,0.0027777777777777775,3.012855855855856,0.0,01-31
0.07573388773388773,3.9674943404943406,0.06774728574728575,0.0,2.377641256641257,0.0,0.14131808731808732,0.02,0.008333333333333333,29.62878863478864,82.72133656733656,0.0,3.0835100485100484,0.0,0.0,0.128005544005544,0.0,0.005128205128205128,0.0,0.6377643797643797,0.005341880341880342,0.0,0.08162462462462464,0.0027777777777777775,3.6692661122661123,0.0,02-01
0.07573388773388773,3.9191610071610077,0.05663617463617464,0.0,2.1776412566412566,0.0,0.10437364287364288,0.02,0.0027777777777777775,27.407955301455303,78.12494767844767,0.0,3.3346211596211597,0.0,0.0,0.1268944328944329,0.0,0.005128205128205128,0.0,0.563597713097713,0.005341880341880342,0.0,0.08106906906906908,0.0027777777777777775,3.8789883344883345,0.0,02-02
0.07517833217833218,3.521938784938785,0.05358061908061908,0.0,1.464863478863479,0.0,0.08465142065142064,0.02,0.0027777777777777775,23.75684419034419,62.10383656733656,0.0,3.636010048510048,0.0,0.0,0.10161665511665512,0.0,0.005128205128205128,0.0,0.3744310464310464,0.007841880341880342,0.0,0.06079129129129128,0.0027777777777777775,3.9778772233772237,0.0,02-03
0.07743474243474244,3.4094259644259646,0.04414472164472165,0.0,1.450914760914761,0.0,0.09347193347193347,0.0,0.0027777777777777775,20.33335701085701,54.7654775929776,0.0,3.9724203049203046,0.0,0.0,0.11300127050127051,0.0,0.005128205128205128,0.0,0.4264310464310464,0.007841880341880342,0.0,0.05648359898359898,0.0027777777777777775,4.256133633633633,0.0,02-04
0.10153730653730655,4.086349041349042,0.04081138831138831,0.0,1.3547609147609148,0.0,0.06783090783090784,0.0,0.0027777777777777775,16.959767267267267,45.22265708015708,0.0,4.657804920304921,0.0,0.0,0.11992434742434743,0.0,0.005128205128205128,0.0,0.6769438669438669,0.010405982905982904,0.0,0.05648359898359898,0.0027777777777777775,4.804595172095172,0.0,02-05
0.09737063987063987,4.576349041349042,0.026644721644721647,0.0,1.5155942480942481,0.0,0.08033090783090784,0.0,0.0027777777777777775,15.797267267267268,37.46932374682375,0.0,5.356138253638254,0.0,0.0,0.11742434742434742,0.0,0.005128205128205128,0.0,0.7277772002772003,0.010405982905982904,0.0,0.05315026565026566,0.0027777777777777775,5.109595172095172,0.0,02-06
0.09987063987063986,4.856904596904597,0.023589166089166086,0.0,1.478094248094248,0.0,0.1022753522753523,0.0,0.0027777777777777775,15.68782282282282,32.28682374682374,0.0,5.31280492030492,0.0,0.0,0.12436879186879186,0.0,0.005128205128205128,0.0,0.8472216447216446,0.010405982905982904,0.0,0.036483598983598986,0.0,5.049317394317393,0.01,02-07
0.09149885345007297,6.5010047946633325,0.020622785074004585,0.0,1.045134459036898,0.0,0.12396289347508857,0.0,0.0027777777777777775,14.399688346883469,27.032703773191578,0.0,5.35222482801751,0.0,0.0,0.11626068376068374,0.0,0.005128205128205128,0.0,1.275962580779654,0.020162080466958516,0.0,0.03272618303106108,0.0,5.313786741713571,0.01,02-08
